"CODE","DESCRIPTION","VALID","VALID_THRU"
"86K","Special facility or hospital Residential Facility (not used for Medicare) OIG Initiated Adjustment Claim","1",""
"86M","Special facility or hospital Residential Facility (not used for Medicare) MSP Initiated Adjustment Claim","1",""
"86O","Special facility or hospital Residential Facility (not used for Medicare) Nonpayment/Zero Claims","1",""
"86P","Special facility or hospital Residential Facility (not used for Medicare) QIO Adjustment Claim","1",""
"86Q","Special facility or hospital Residential Facility (not used for Medicare) Reopening/Adjustment","1",""
"86X","Special facility or hospital Residential Facility (not used for Medicare) Void/Cancel a Prior Abbreviated Encounter Submission","1",""
"86Y","Special facility or hospital Residential Facility (not used for Medicare) Replacement of Prior Abbreviated Encounter Submission","1",""
"86Z","Special facility or hospital Residential Facility (not used for Medicare) New Abbreviated Encounter Submission","1",""
"890","Special facility or hospital Other Non-payment/Zero Claim","1",""
"891","Special facility or hospital Other Admit Through Discharge","1",""
"892","Special facility or hospital Other Interim - First Claim","1",""
"893","Special facility or hospital Other Interim-Continuing Claims","1",""
"894","Special facility or hospital Other Interim - Last Claim","1",""
"895","Special facility or hospital Other Late Charge Only","1",""
"897","Special facility or hospital Other Replacement of Prior Claim","1",""
"898","Special facility or hospital Other Void/Cancel of Prior Claim","1",""
"899","Special facility or hospital Other Final claim for a Home Health PPS Period","1",""
"89A","Special facility or hospital Other Admission/Election Notice for Hospice","1",""
"89B","Special facility or hospital Other Hospice Termination/ Revocation Notice","1",""
"89C","Special facility or hospital Other Hospice Change of Provider Notice","1",""
"89D","Special facility or hospital Other Hospice Election Void/Cancel","1",""
"89E","Special facility or hospital Other Hospice Change of Ownership","1",""
"89F","Special facility or hospital Other Beneficiary Initiated Adjustment Claim","1",""
"89G","Special facility or hospital Other CWF Initiated Adjustment Claim","1",""
"89H","Special facility or hospital Other CMS Initiated Adjustment Claim","1",""
"89I","Special facility or hospital Other FI Adjustment Claim (Other than QIO or Provider)","1",""
"89J","Special facility or hospital Other Initiated Adjustment Claim/Other","1",""
"89K","Special facility or hospital Other OIG Initiated Adjustment Claim","1",""
"89M","Special facility or hospital Other MSP Initiated Adjustment Claim","1",""
"89O","Special facility or hospital Other Nonpayment/Zero Claims","1",""
"89P","Special facility or hospital Other QIO Adjustment Claim","1",""
"89Q","Special facility or hospital Other Reopening/Adjustment","1",""
"89X","Special facility or hospital Other Void/Cancel a Prior Abbreviated Encounter Submission","1",""
"89Y","Special facility or hospital Other Replacement of Prior Abbreviated Encounter Submission","1",""
"89Z","Special facility or hospital Other New Abbreviated Encounter Submission","1",""
